0.01 0.6454 0.0824551
0.05 0.9964 0.0081878
0.1 1.0 0.0
0.15 1.0 0.0
0.2 1.0 0.0
0.25 1.0 0.0
0.3 1.0 0.0
0.35 1.0 0.0
0.4 0.98 0.14
0.45 0.98 0.14
0.5 0.94 0.2374868
0.6 0.81 0.3923009
0.7 0.58 0.4935585
0.8 0.36 0.48
0.9 0.26 0.4386342
1.0 0.23 0.4208325
