0.01 -4.36970675556 -4.20690707199 -5.36381292801
0.03 -14.8370521067 -12.9377182636 -17.4907439586
0.07 -11.4458499067 -9.94733979912 -13.7066602009
0.06 -18.1521069689 -15.7205223282 -21.8005443384
0.02 -6.00482476 -5.49814795644 -7.26673204356
0.05 -21.3308661778 -18.8934832117 -25.3666056772
0.08 -22.5678298578 -19.9788647918 -27.196264097
0.1 -16.6181552889 -14.0152552559 -21.1249402997
0.11 -22.1345139911 -19.1554379666 -27.3472464778
0.16 -19.8571847467 -17.0519503075 -24.6511430259
0.09 -15.6875705733 -12.4016703353 -21.3243474425
0.12 -16.2052198711 -12.2845997514 -23.5827691374
0.13 -18.1190664933 -14.5151157334 -24.7114531555
0.17 -14.9527877689 -12.7240853547 -21.3357546453
0.14 -13.9512904444 -11.1741247074 -20.7224441815
0.15 -16.6140808489 -13.4283127335 -22.4345939331
0.18 -11.2724034044 -8.49157926651 -18.3911762891
0.2 -11.0544985867 -10.9077967462 -16.0334476983
0.19 -8.60396156444 -7.61827018542 -14.9033120368
0.25 -4.22557742222 -4.2938679425 -5.78975872417
0.3 -10.2342999244 -12.3221609919 -9.11036345255
0.35 -12.44879924 -14.2156804149 -11.6388529184
0.4 -15.2111744044 -16.487987941 -14.5470431701
0.5 -16.6747415467 -17.8722503469 -16.042238542
0.45 -17.7804645244 -19.5544335941 -16.8587041837
0.6 -19.2566979156 -21.0709313809 -18.4448819524
0.9 -28.3462745911 -30.7271324968 -27.4654986143
0.7 -27.3312440889 -28.6692395489 -26.6481826733
0.8 -26.9417436089 -28.4524156294 -26.077948815
0.96 -44.0 -44.0 -44.0
0.99 -30.1445343156 -33.8434198979 -28.3419934354
0.97 -30.16474868 -33.852678554 -28.3626725571
0.98 -44.0 -44.0 -44.0
