0.01 0.943764576526 0.973220836014 0.902520270705
0.05 0.727676618248 0.789103961782 0.645623530532
0.03 0.859452523276 0.906071179493 0.799189690073
0.04 0.83781227152 0.88604932975 0.776971091857
0.06 0.673636612648 0.739780383434 0.586269682442
0.07 0.768228174462 0.838020428446 0.658572237343
0.08 0.605272477273 0.681050439654 0.488598879626
0.09 0.714294498463 0.789223932587 0.553798026131
0.14 0.709982743852 0.78425778416 0.557602777983
0.1 0.689949693237 0.780696715497 0.529204909449
0.12 0.715381688406 0.823847150767 0.509732120204
0.11 0.731207916118 0.803154277325 0.563992406908
0.15 0.654337317523 0.744420449785 0.492504012226
0.13 0.805967176438 0.879743870333 0.647084632082
0.17 0.790828242863 0.868426057338 0.619633670374
0.19 0.922466885815 0.973855548384 0.796660042306
0.16 0.952428023386 0.988864246711 0.836554506034
0.18 0.979798250878 0.993821216675 0.90310609997
0.2 0.999437292161 0.997174788633 0.99040426275
0.3 0.99999940942 0.999980805997 0.999965834319
0.25 0.999999470136 0.999962336409 0.999945436977
0.35 0.99999959574 0.999985238793 0.999974357167
0.45 0.999999994071 0.999998439974 0.999998046631
0.4 0.999999998243 0.999999198121 0.999999045181
0.5 0.999999999122 0.999999388621 0.999999293856
0.6 1.0 1.0 1.0
0.7 1.0 1.0 1.0
0.8 1.0 1.0 1.0
0.9 1.0 1.0 1.0
1.0 1.0 1.0 1.0
